Design,Sample,Recipe,Area,Delay,QoR
pci_orig,267,"b; rf; st; st; rs; rwz; rf; rwz; rs; rs; rwz; rwz; rs; st; f; st; rwz; st; rfz; rs;",11597.42,442.41,5125874
pci_orig,268,"st; rfz; rwz; rwz; st; rwz; st; rwz; rs; rwz; rw; rfz; rw; rwz; rfz; b; rwz; b; b; rw;",11838.39,442.55,5232396
pci_orig,269,"st; rfz; rwz; b; b; rf; rfz; rw; b; st; rs; rfz; f; f; rs; f; rfz; rw; st; f;",11906.36,417.45,4964802
pci_orig,270,"b; f; rfz; b; f; b; rw; rwz; f; b; rw; rs; rf; rfz; f; rs; rs; rfz; rf; rs;",11840.47,426.40,5043840
pci_orig,271,"b; rf; st; rf; rw; st; b; f; rw; f; rw; rwz; rw; rwz; rfz; rwz; st; b; rfz; f;",11349.47,627.45,7115823
pci_orig,272,"st; f; rs; b; f; rf; st; f; rw; rf; b; rfz; rfz; rs; rw; rfz; st; rs; rwz; rwz;",11697.26,425.83,4971225
pci_orig,273,"st; rf; st; f; st; b; b; f; rwz; rs; st; rfz; rwz; st; f; st; rf; f; rw; rw;",11270.20,571.48,6435170
pci_orig,274,"st; b; rf; rw; rf; f; rfz; st; b; st; rs; f; st; rw; b; rf; rw; st; rf; f;",11420.37,628.68,7171760
pci_orig,275,"b; rs; f; f; rwz; rs; rwz; rwz; rf; rs; rs; st; st; rw; rs; rwz; rs; rw; st; rfz;",11663.75,436.52,5085068
pci_orig,276,"b; rw; rs; st; rwz; f; f; rwz; rw; rs; f; rfz; rs; rs; rs; f; rs; rw; rf; b;",11170.12,628.08,7014760
pci_orig,277,"b; rs; rw; rw; st; rs; st; b; rs; b; rw; rs; st; rs; f; rw; f; b; rfz; rs;",11799.05,478.28,5639922
pci_orig,278,"st; f; rs; st; st; f; rfz; rw; f; b; rs; rs; rw; b; rwz; rs; rs; rf; rs; st;",11635.64,429.17,4991415
pci_orig,279,"b; rw; rs; f; rfz; rw; rwz; st; rwz; rwz; rw; st; rs; rfz; st; rwz; f; rs; b; f;",11494.03,441.50,5068854
pci_orig,280,"b; rs; rwz; st; rs; st; rw; rfz; rf; f; f; f; f; rfz; st; rf; st; st; rfz; f;",12211.15,437.15,5336207
pci_orig,281,"st; f; rwz; rf; rfz; rfz; rfz; rf; rfz; rs; rf; rw; st; st; rf; rfz; f; rw; rwz; rwz;",11107.26,636.26,7064052
pci_orig,282,"b; rs; rs; rf; rwz; rf; rf; rwz; st; st; st; rf; rwz; rw; f; rfz; rs; f; rf; rs;",11548.45,468.30,5404464
pci_orig,283,"st; rwz; rs; rwz; rfz; rwz; rf; rfz; st; rs; rfz; b; st; rw; st; rf; rw; rf; rw; st;",11818.31,443.25,5235374
pci_orig,284,"st; st; rwz; rw; rs; rfz; b; f; rwz; rs; f; rs; rw; rf; rf; rs; rs; rf; rs; st;",11663.38,405.99,4723515
pci_orig,285,"st; rwz; rs; rwz; b; f; b; rf; rfz; f; rf; st; rw; rw; st; st; b; rs; b; rs;",11796.58,408.98,4812768
pci_orig,286,"st; b; rf; rs; rwz; f; rw; rfz; rs; rw; st; st; b; rw; rw; rwz; f; rs; b; st;",11687.13,421.38,4920227
pci_orig,287,"b; st; rw; rfz; rf; rw; rfz; rwz; b; f; rwz; st; rw; rwz; rf; rf; rwz; st; rf; rf;",11686.06,485.68,5667710
pci_orig,288,"st; rs; b; rs; f; rf; rw; rfz; rs; b; f; b; rf; rw; f; f; rwz; rw; rf; rf;",11804.39,435.36,5134740
pci_orig,289,"st; st; b; rf; rf; rw; b; rf; rfz; rs; rf; rfz; b; rw; rwz; b; rwz; rf; rf; rs;",11803.73,450.54,5311350
pci_orig,290,"b; rf; rwz; st; b; rwz; st; rfz; rf; rs; rs; rfz; rfz; b; rf; f; rf; rw; st; f;",11555.20,429.19,4957095
pci_orig,291,"st; rwz; rf; st; f; rs; rw; f; rw; f; rwz; rs; st; rf; st; rfz; rw; rfz; rf; rf;",11519.19,635.01,7314565
pci_orig,292,"b; rs; rs; b; rw; rs; rw; rwz; rw; rwz; rfz; rwz; b; rw; rwz; f; rw; f; f; b;",11344.74,450.22,5104800
pci_orig,293,"b; b; rf; rfz; st; rs; rfz; rfz; rwz; f; f; rwz; rwz; rfz; rs; rw; rf; st; f; b;",11723.02,444.78,5205012
pci_orig,294,"st; rwz; rw; rs; rfz; f; rfz; rf; rwz; st; rfz; rw; rw; rwz; rs; b; b; rfz; rs; rwz;",11906.84,433.89,5155298
pci_orig,295,"st; b; rfz; rw; f; f; f; st; b; rwz; st; b; rs; st; b; rwz; rs; rw; b; rw;",11659.17,417.10,4861803
pci_orig,296,"b; rwz; rfz; rwz; f; rf; rs; f; f; rwz; rf; rf; rf; rfz; rw; rw; rwz; rw; rw; rs;",11357.63,614.77,6973198
pci_orig,297,"b; rfz; rf; st; st; b; rfz; rfz; st; st; rf; rf; f; rw; rs; st; rw; f; rf; rf;",11617.86,473.72,5494841
pci_orig,298,"st; b; rs; rw; b; rw; st; st; rfz; rw; rs; rwz; rw; rwz; rwz; rs; rs; b; st; f;",11692.63,417.99,4875564
pci_orig,299,"st; rfz; rfz; rwz; b; rfz; rfz; rwz; rs; rf; rwz; rwz; rs; f; rfz; f; rw; rwz; b; st;",11697.85,452.59,5287044
pci_orig,300,"st; rfz; f; st; rw; rwz; f; rw; rs; f; rf; rf; rs; rf; rs; rs; rwz; rw; f; f;",11765.75,425.83,5000125
pci_orig,301,"b; f; rw; rf; rwz; f; rw; rf; st; b; f; rfz; rf; rw; rf; st; f; f; f; rwz;",11208.17,614.62,6881712
pci_orig,302,"st; rf; f; rw; rs; rwz; rs; rwz; f; rf; st; b; st; rwz; b; rs; rwz; rwz; rs; rwz;",11437.97,451.77,5158087
pci_orig,303,"b; rw; rwz; rw; rf; rw; rfz; b; rf; rw; rf; rs; rf; rs; rs; rw; rs; st; rwz; rw;",11544.96,441.07,5090904
pci_orig,304,"st; rfz; rw; f; rs; rwz; rf; rf; rwz; rf; rs; rs; b; rs; b; rf; st; rw; rf; rw;",11886.44,410.43,4873260
pci_orig,305,"b; st; b; st; st; rwz; rwz; rw; rs; st; rfz; b; rwz; rfz; st; f; f; rf; rfz; rfz;",11632.18,444.83,5164608
pci_orig,306,"st; st; rwz; rw; f; rfz; st; rwz; rfz; rs; b; rw; rw; rfz; rfz; rwz; rfz; f; rs; rw;",11530.14,469.42,5407570
pci_orig,307,"b; f; rw; rfz; rfz; rf; rf; rwz; st; rwz; rw; rf; rwz; rwz; rf; rw; f; rwz; b; st;",11934.93,427.93,5095818
pci_orig,308,"b; f; rf; rwz; rf; st; f; rs; rwz; f; rw; b; st; b; rwz; rwz; rfz; st; b; rw;",11450.71,419.50,4797550
pci_orig,309,"b; st; b; rs; rf; st; rf; rw; rf; rs; rs; st; f; rw; b; st; f; rf; rwz; f;",11836.44,449.63,5314364
pci_orig,310,"st; rw; b; rw; rs; b; rfz; rwz; rf; rw; st; rfz; rf; st; rf; rs; rfz; st; rfz; f;",11263.82,564.33,6352332
pci_orig,311,"st; rfz; b; b; st; b; rwz; rf; rw; rs; rwz; rfz; rwz; rw; rf; st; b; rw; rw; rf;",11993.98,451.36,5408843
pci_orig,312,"b; rwz; rf; rs; st; f; rwz; st; f; f; rw; b; rw; f; rf; f; rw; rw; rwz; st;",12221.32,426.05,5206146
pci_orig,313,"st; rf; rf; rfz; b; rf; rfz; rs; rw; b; b; rfz; rwz; rwz; rw; rfz; rfz; rf; rw; rfz;",11995.52,451.21,5409745
pci_orig,314,"b; rs; b; b; rf; st; f; rs; rw; st; st; rwz; rwz; rfz; rw; f; st; rf; rw; rw;",11730.02,435.02,5102550
pci_orig,315,"b; rs; f; rwz; f; f; rf; f; st; f; b; rf; rfz; rf; st; b; rwz; rwz; b; b;",11123.93,613.97,6818399
pci_orig,316,"b; rwz; rw; rw; rs; f; rwz; rs; f; rf; f; b; rw; b; b; rfz; rw; rf; b; rwz;",11768.60,422.67,4966096
pci_orig,317,"b; f; rw; f; rs; rs; rw; rw; rw; rwz; rw; st; rf; rf; rw; rw; rwz; rs; rw; rfz;",11605.73,434.85,5036570
pci_orig,318,"st; rwz; rs; st; rwz; rf; b; rf; f; rwz; f; rwz; f; f; rfz; rs; rs; st; rfz; rf;",11843.21,431.07,5104333
pci_orig,319,"b; st; rs; st; f; b; f; f; b; rwz; st; rfz; rs; st; st; st; rw; rwz; f; b;",11554.62,414.47,4783356
pci_orig,320,"st; f; st; rf; rfz; st; rs; rfz; f; f; b; st; rf; st; rwz; rs; rf; rs; b; rs;",11872.14,420.48,4986240
pci_orig,321,"st; st; rs; rf; rwz; rfz; f; rs; rw; rs; st; b; rs; rs; rwz; rw; f; rwz; rfz; st;",11822.52,451.57,5331722
pci_orig,322,"st; rw; rw; f; rf; rwz; rfz; rw; st; rw; rfz; rs; rs; rs; b; b; st; rs; rwz; rf;",11813.67,419.95,4949647
pci_orig,323,"st; rwz; rf; rf; rwz; b; rw; rf; rwz; rs; rf; f; rs; rwz; rf; rw; f; rwz; st; rw;",12036.59,439.81,5283804
pci_orig,324,"b; b; st; st; rwz; rs; rwz; rs; f; rs; rs; b; rfz; st; b; rs; rw; rs; rs; b;",11548.63,421.21,4861708
pci_orig,325,"st; b; rs; st; rfz; rs; st; rw; rwz; rf; rs; rfz; rw; rf; b; b; b; rfz; st; rf;",11683.53,439.59,5128837
pci_orig,326,"b; rf; b; rs; b; rwz; b; st; rfz; rs; b; b; f; rfz; rf; st; st; rs; rfz; rw;",11639.58,417.65,4853463
pci_orig,327,"b; f; rfz; rs; f; rfz; rf; b; rfz; rs; rfz; rf; rf; rfz; rf; rf; rw; st; rs; st;",11662.35,473.72,5516126
pci_orig,328,"b; rwz; rs; st; f; rf; b; rwz; rfz; rf; f; rwz; rf; st; st; rfz; rw; rf; st; rwz;",12020.80,425.64,5108500
pci_orig,329,"b; st; rs; rf; rs; rs; rfz; rwz; rfz; rwz; rw; rw; rf; rwz; b; rs; b; rf; rwz; rw;",11746.48,451.79,5297446
pci_orig,330,"st; b; rw; rf; b; rwz; rw; b; rs; rw; rw; rfz; rwz; rfz; rw; rwz; st; f; rfz; rw;",11627.19,436.45,5069372
pci_orig,331,"st; rw; rfz; rfz; st; st; rwz; f; rs; f; st; st; rfz; f; rw; st; b; rw; rf; rw;",11166.39,627.60,7001082
pci_orig,332,"st; rf; f; rwz; rw; rs; f; st; rs; rfz; rs; b; rfz; f; f; rw; rf; rw; rf; rf;",11864.63,428.60,5077792
pci_orig,333,"st; rwz; b; rs; st; rs; b; rw; rw; st; rwz; st; rf; rwz; rfz; rwz; rw; rwz; rs; rfz;",12144.26,441.36,5355504
pci_orig,334,"st; rwz; rfz; rw; rfz; rfz; st; rw; rf; rf; rw; rs; st; f; b; rf; rf; rfz; f; rw;",11818.71,422.83,4987196
pci_orig,335,"st; rs; st; rf; b; rs; rf; b; st; rwz; rs; b; rf; rw; rf; st; rwz; rf; rs; rs;",11719.86,452.45,5296988
pci_orig,336,"b; rs; rwz; rfz; rw; f; rs; b; rs; st; st; st; b; b; rs; rwz; b; rw; rw; f;",11329.91,431.31,4882799
pci_orig,337,"st; rs; f; rwz; b; rfz; rf; rwz; f; rfz; rw; rw; rs; st; rf; rfz; rfz; st; b; rwz;",11455.71,599.11,6861545
pci_orig,338,"st; rfz; rwz; rfz; rw; rwz; rs; rwz; f; rwz; rw; rw; rw; rf; rw; rwz; f; b; rf; rs;",11503.55,449.35,5164847
pci_orig,339,"b; st; f; st; st; f; st; rf; st; rfz; b; f; f; b; rfz; rfz; rfz; b; rs; rs;",11888.00,465.75,5527920
pci_orig,340,"st; st; rf; b; rs; rf; rw; rw; rwz; st; b; rs; rs; rwz; st; st; st; rs; rwz; b;",11425.79,450.18,5141250
pci_orig,341,"b; st; rs; rf; rwz; rw; rfz; rwz; b; rf; rf; f; rwz; rf; rfz; st; st; f; rs; rfz;",11824.88,436.20,5155264
pci_orig,342,"st; rw; b; rf; st; b; rf; rfz; rwz; rs; b; b; rfz; rs; rf; rw; rfz; rw; b; rs;",11607.85,431.00,5002617
pci_orig,343,"b; st; b; f; rs; rwz; rw; b; rfz; rwz; b; rwz; rf; f; rwz; rs; st; b; rf; rfz;",11909.73,418.67,4977962
pci_orig,344,"b; rfz; rwz; rfz; b; b; st; st; st; rf; rf; rs; st; rs; rw; rs; rw; rw; rs; st;",11671.29,432.55,5041872
pci_orig,345,"st; rs; f; rwz; rf; rf; rw; st; rfz; f; st; rs; st; rw; rfz; rw; rs; st; rfz; rs;",11451.80,445.08,5095695
pci_orig,346,"b; rf; st; rw; st; rw; rwz; rf; rfz; st; rf; rwz; rwz; b; st; rw; b; rs; rfz; rf;",11865.15,453.21,5374845
pci_orig,347,"st; st; rwz; rfz; rf; st; f; rfz; rf; rfz; rs; rf; rs; f; rwz; f; f; rw; rs; rf;",11160.29,626.06,6986160
pci_orig,348,"b; st; rs; rfz; rs; rwz; rfz; st; rfz; f; rwz; f; rwz; rs; rwz; rs; b; st; rw; st;",11513.43,402.98,4628226
pci_orig,349,"b; rf; rf; rf; rf; f; b; rf; rfz; rs; rf; st; f; rf; rwz; st; rw; f; st; rs;",11708.32,489.18,5725212
pci_orig,350,"b; rwz; rf; rf; st; rfz; rwz; b; rwz; st; st; rwz; st; st; rfz; rs; b; rfz; rw; b;",11915.83,429.25,5111535
pci_orig,351,"st; rw; rfz; rf; rwz; rfz; rs; f; rf; f; rw; b; f; rfz; f; st; rfz; rs; rf; b;",11375.26,499.28,5676125
pci_orig,352,"st; f; rf; rs; rw; rf; rf; st; rw; f; st; rfz; f; rs; rs; rf; rs; rf; st; rfz;",11946.16,465.75,5554890
pci_orig,353,"b; rw; rw; f; rfz; rfz; f; f; rs; b; rwz; b; rfz; b; f; b; rs; rwz; f; b;",11332.79,605.09,6855860
pci_orig,354,"st; f; rfz; rw; f; f; rs; rf; st; rf; st; rwz; rfz; rf; st; rwz; rw; st; rf; f;",11658.26,440.02,5129520
pci_orig,355,"st; rfz; f; rw; rw; rf; rfz; b; rw; rfz; rwz; f; rw; rw; rf; rs; rs; st; st; rfz;",12092.77,438.39,5296296
pci_orig,356,"b; rf; f; st; rw; rf; b; rfz; f; rw; b; b; rf; st; rf; rw; rfz; b; f; rwz;",11228.17,623.97,6995044
pci_orig,357,"b; b; rs; rf; b; f; f; rfz; rs; rf; b; b; rf; rwz; st; rf; rwz; rfz; rwz; rf;",11830.12,428.21,5063240
pci_orig,358,"st; rf; rfz; rfz; rfz; rf; f; rf; rfz; st; st; rf; b; rwz; f; rw; rwz; rwz; rw; rw;",11898.36,435.92,5175630
pci_orig,359,"st; rfz; st; rf; rs; rs; rwz; rfz; b; rw; st; rs; rfz; rw; rw; rfz; rfz; rwz; f; rw;",11637.38,430.62,5003910
pci_orig,360,"st; b; f; b; rs; rs; rfz; rs; st; b; st; rfz; rf; rfz; f; rwz; rw; rfz; rf; st;",12043.68,435.56,5238705
pci_orig,361,"st; f; st; st; st; f; rfz; b; rw; rw; st; st; st; b; rw; rwz; rwz; st; f; st;",11582.82,420.12,4864440
pci_orig,362,"st; rs; rfz; rf; rs; st; rwz; rf; b; rs; f; rf; rs; rw; rf; rfz; f; rfz; b; rf;",11674.24,404.43,4716296
pci_orig,363,"b; rwz; rs; rw; rf; st; rw; rf; rf; rw; st; st; st; rf; rwz; rw; f; rf; rw; rwz;",11559.77,477.03,5513643
pci_orig,364,"b; rwz; rw; rf; f; rf; f; rw; f; b; b; rw; rwz; st; b; rfz; rf; f; st; f;",11646.27,467.67,5438682
pci_orig,365,"st; f; rs; rs; rw; rfz; rs; st; st; rwz; rwz; f; f; rw; rwz; rf; rs; rwz; f; rf;",11854.19,433.64,5132782
pci_orig,366,"b; rs; st; rf; rwz; rwz; rs; rwz; b; rf; rs; f; rw; rwz; b; rwz; rw; rfz; rf; f;",11582.18,437.15,5061334
pci_orig,367,"st; f; f; rwz; rfz; b; rs; f; rwz; rs; rw; rwz; rw; rs; b; rf; b; b; st; f;",11564.39,421.12,4868444
pci_orig,368,"b; b; st; b; rfz; rwz; b; rfz; rs; b; rwz; st; st; rfz; st; f; rf; rf; rfz; rwz;",11588.37,493.23,5712884
pci_orig,369,"b; rfz; st; rw; rwz; rwz; rs; rfz; rs; st; rwz; rf; rs; rs; b; rf; st; rs; b; rfz;",11782.69,445.41,5242990
pci_orig,370,"b; st; st; rw; rfz; rf; rf; rwz; rw; rs; st; rw; rwz; rs; rw; rs; rs; st; rfz; rw;",11762.55,457.67,5375234
pci_orig,371,"st; f; rw; rf; rw; rs; st; rfz; rw; rwz; st; f; rfz; f; b; b; rw; rwz; rfz; b;",11162.19,522.67,5826564
pci_orig,372,"b; rwz; rwz; f; rs; rf; rs; f; b; st; b; f; rf; f; rwz; rs; b; rf; rf; rs;",11225.75,490.77,5500250
pci_orig,373,"b; rwz; f; st; b; b; rwz; rfz; st; rs; rs; rs; st; rf; b; st; st; f; rw; st;",11184.64,624.43,6978816
pci_orig,374,"st; f; rf; f; b; rf; f; rf; rf; b; f; rw; rf; rfz; rs; f; f; rf; rf; rw;",11773.98,478.28,5627494
pci_orig,375,"b; rf; rfz; rf; b; rf; rfz; rf; rfz; rs; rw; rwz; rwz; st; rs; rfz; rs; st; b; rf;",11808.89,450.18,5313600
pci_orig,376,"st; b; rfz; rfz; st; rs; rfz; rs; rw; rfz; rwz; f; rf; rfz; rf; rwz; rw; rs; rw; rwz;",11531.13,440.81,5073640
pci_orig,377,"st; b; rfz; b; st; rs; b; rfz; rf; rs; b; rw; rf; rf; st; b; rs; rfz; b; b;",11667.47,478.28,5576826
pci_orig,378,"b; b; st; f; rfz; b; rf; rs; rfz; st; rwz; f; rf; rw; b; st; st; f; rw; st;",11931.32,409.68,4879779
pci_orig,379,"st; rs; rs; st; rw; f; rs; rf; rf; st; rs; rf; rwz; rw; b; rs; rs; st; rw; rfz;",11451.33,433.55,4958283
pci_orig,380,"b; f; st; rw; rwz; rfz; rfz; rs; rs; rw; st; rs; rs; rw; b; rfz; rwz; rf; rs; rf;",11706.94,425.51,4975050
pci_orig,381,"b; rs; st; rf; b; rs; b; f; rfz; st; rs; rs; st; st; rf; st; rs; rfz; f; rwz;",11891.41,433.40,5148803
pci_orig,382,"st; rs; rfz; st; rfz; rf; rs; rs; rf; f; rs; st; rw; rf; st; rs; rs; rf; b; st;",11809.20,470.31,5550230
pci_orig,383,"b; rfz; b; rw; rf; rs; rf; rs; rs; rw; st; rw; rw; rf; rwz; rw; rfz; f; rw; rwz;",11586.08,477.54,5526522
pci_orig,384,"st; st; rfz; st; rw; rw; rwz; f; rfz; rw; rfz; rw; st; rw; rwz; rf; f; rs; f; rs;",11569.70,439.14,5078791
pci_orig,385,"b; rw; st; rwz; rw; b; rw; st; rs; rw; rw; st; rfz; b; rw; st; rfz; rf; f; rw;",11766.01,428.62,5035848
pci_orig,386,"st; st; b; f; rwz; rwz; rs; rw; rfz; rw; rw; rf; rw; f; f; rw; st; rwz; b; rwz;",11786.63,420.54,4950120
pci_orig,387,"b; rs; rw; f; st; b; rfz; rs; b; rwz; st; rfz; rs; rfz; st; rs; rwz; rwz; b; rs;",11707.20,414.58,4846698
pci_orig,388,"st; rfz; rwz; rwz; rs; rw; rs; rs; rfz; b; rfz; rs; rfz; rs; f; rwz; st; rf; f; rs;",11746.77,422.48,4956812
pci_orig,389,"st; rf; rw; f; st; rf; rwz; rs; f; rw; f; rwz; rf; rs; rw; rf; rwz; st; rf; rs;",11242.28,631.67,7093702
pci_orig,390,"st; b; rs; b; st; rwz; rf; b; rf; b; rwz; rfz; f; b; rf; st; f; rwz; rf; rf;",11260.51,623.39,7014980
pci_orig,391,"b; rwz; st; rw; rwz; b; rs; rw; st; rs; rfz; rwz; rwz; rfz; b; rfz; st; rs; b; st;",11702.31,434.23,5078668
pci_orig,392,"b; rs; rfz; rs; rs; rwz; rf; f; b; rf; rwz; b; rs; rw; rwz; rf; f; rfz; rfz; rs;",11522.22,424.96,4885328
pci_orig,393,"b; st; f; b; rwz; rs; rw; rw; b; rwz; st; rw; st; f; f; rf; rw; b; st; rs;",11214.17,556.01,6234984
pci_orig,394,"st; st; st; rfz; rs; b; rfz; rw; rfz; rw; rwz; rfz; st; rw; rwz; rs; b; rf; f; f;",11540.07,447.34,5158380
pci_orig,395,"b; rw; st; rs; b; f; rfz; rf; rs; rfz; rwz; rf; b; rw; rwz; rf; rs; st; st; rs;",11807.63,429.76,5065203
pci_orig,396,"b; rfz; b; f; rf; rfz; rw; rs; rwz; f; rfz; b; b; rs; rf; rs; b; rwz; b; rw;",11533.69,421.01,4855393
pci_orig,397,"b; rfz; rf; f; b; rf; rwz; f; st; st; b; rf; b; rfz; rwz; rwz; rwz; st; rfz; rfz;",12089.21,413.13,4992757
pci_orig,398,"st; rf; rs; rwz; rf; st; rw; rs; rfz; rs; f; rf; rs; f; rf; rs; rfz; b; b; rw;",11802.33,424.76,5004048
pci_orig,399,"b; rw; f; rs; rwz; rwz; b; rfz; f; st; rf; rfz; rf; f; rs; rfz; rwz; st; rf; rwz;",11480.34,449.39,5154520
pci_orig,400,"st; f; rwz; rfz; rf; rf; f; b; rwz; rfz; rwz; rfz; f; rfz; st; b; f; rs; rfz; rf;",11472.96,627.45,7192944
pci_orig,401,"st; rf; rs; rs; f; st; rs; b; rw; f; rf; rfz; rfz; rs; rs; rw; rf; rfz; rw; rs;",11536.95,647.48,7463792
pci_orig,402,"b; rw; rs; b; b; f; f; b; rwz; rfz; rw; st; f; rw; st; rf; rf; rwz; rf; rfz;",11380.72,571.14,6497980
pci_orig,403,"b; b; rwz; rwz; b; rw; rw; rs; b; rf; rw; rs; rwz; rs; rfz; rs; st; rs; st; rf;",11926.40,446.72,5318996
pci_orig,404,"b; rf; rw; f; rw; b; b; rs; rwz; rwz; rwz; rw; rwz; b; rfz; rwz; f; rf; b; rf;",11117.38,619.87,6881423
pci_orig,405,"b; f; f; rwz; st; rw; rf; rf; b; rf; rf; b; rw; rfz; rwz; st; f; f; rfz; b;",11293.25,573.21,6470889
pci_orig,406,"b; rfz; b; rwz; st; rf; rs; rwz; rw; rw; b; b; rw; st; rs; rfz; rwz; st; b; f;",12011.12,432.35,5188752
pci_orig,407,"b; rf; rs; f; rf; b; f; b; f; rf; rf; rwz; b; rf; b; b; f; rfz; st; f;",11765.32,422.11,4964830
pci_orig,408,"st; b; b; st; rw; rw; f; rfz; b; f; rw; rwz; rw; f; rw; st; rwz; b; rfz; rs;",11462.91,616.77,7060592
pci_orig,409,"st; f; rs; rfz; rwz; rs; rwz; st; b; rs; rs; f; st; st; f; st; rw; rw; rf; st;",11803.15,396.19,4673988
pci_orig,410,"st; rf; f; st; rfz; f; rs; st; rf; rwz; st; rfz; rfz; rf; rwz; rf; rs; rwz; rw; rfz;",11826.93,468.83,5534568
pci_orig,411,"b; st; b; rw; st; rfz; rs; rw; f; rw; st; rf; rs; rw; b; rs; rfz; rwz; rfz; rw;",11589.03,427.91,4948503
pci_orig,412,"b; rf; rf; f; rw; rs; rw; rf; rf; rw; rfz; b; rfz; rfz; rw; rwz; b; f; rfz; rfz;",11430.55,450.15,5143500
pci_orig,413,"st; st; f; rw; st; rw; rfz; rs; rf; rwz; st; rs; rw; rf; rs; rfz; rf; st; rwz; rf;",11430.14,438.81,5006340
pci_orig,414,"b; st; rw; rw; rf; rw; rfz; rfz; b; f; rf; rwz; rs; rs; rwz; st; rwz; rwz; f; rw;",11869.20,439.81,5210491
pci_orig,415,"b; rw; st; rf; rf; rwz; rw; rs; rw; rf; rs; rfz; rf; rw; rwz; rfz; b; rw; st; f;",11931.57,434.69,5178054
pci_orig,416,"st; rwz; rfz; rf; rwz; st; rfz; rw; rs; b; rw; rs; rs; rfz; rf; rs; f; st; f; rf;",11612.65,463.16,5376356
pci_orig,417,"st; rs; rwz; rw; rfz; rw; rw; rfz; st; rwz; f; f; st; rfz; b; b; rfz; rw; rs; f;",11747.89,438.43,5145186
pci_orig,418,"b; st; st; rfz; b; f; st; rf; rs; rfz; st; st; rs; b; rfz; b; st; rf; rw; rwz;",11622.07,422.67,4904484
pci_orig,419,"st; rw; st; rf; rf; rfz; rf; f; b; b; f; f; f; rf; rs; b; rw; st; rfz; rwz;",11297.64,630.24,7117110
pci_orig,420,"st; rwz; st; rf; rf; b; rwz; rf; rs; rfz; rfz; st; st; rf; rfz; rf; rf; rfz; rw; rw;",11813.80,448.51,5292224
pci_orig,421,"st; rfz; st; rs; rs; rfz; f; rw; rf; rfz; rf; rw; f; rfz; f; rwz; b; rs; rw; f;",11676.55,431.12,5032356
pci_orig,422,"st; rs; rwz; b; f; b; rs; rwz; st; rw; rs; rs; f; rs; rfz; f; rf; b; rfz; b;",10994.43,626.71,6882244
pci_orig,423,"st; rf; st; rw; rs; st; rs; rs; rw; rf; rf; rw; rfz; f; rw; b; rf; rs; st; rs;",11557.05,478.28,5524246
pci_orig,424,"b; rw; rf; st; b; rf; f; rw; rw; rfz; rs; rwz; rs; f; rw; rfz; rs; rf; rw; f;",11788.39,438.39,5163144
pci_orig,425,"st; rf; rwz; rf; rs; f; rf; f; rwz; rs; rf; st; rf; st; f; rs; rw; rs; rw; b;",11668.70,432.46,5040576
pci_orig,426,"st; rf; rfz; rs; rfz; rf; st; rwz; rs; f; f; f; rs; rs; rs; b; st; f; rs; rw;",11895.48,432.35,5138640
pci_orig,427,"st; rw; f; rfz; b; st; rfz; rf; st; rfz; rf; rw; rwz; rw; rf; rwz; rs; b; rf; rw;",11707.25,424.46,4963768
pci_orig,428,"b; rfz; rf; rfz; rwz; rw; rf; rs; f; rf; rfz; rs; st; rwz; rw; rf; rwz; rfz; rf; rw;",11928.52,445.31,5307960
pci_orig,429,"st; rw; st; b; rwz; b; rf; b; rf; b; rfz; b; rs; rw; f; rf; st; rf; rf; rwz;",11620.64,405.99,4706100
pci_orig,430,"b; st; rs; rwz; f; rwz; rfz; rs; f; rw; rs; rwz; rwz; rw; rw; rfz; rw; rw; st; b;",11401.86,634.18,7228234
pci_orig,431,"b; b; rs; f; st; st; f; rf; rw; st; rs; rw; rf; rwz; rw; b; f; b; rw; f;",11647.40,435.69,5066445
pci_orig,432,"b; rwz; rwz; rs; b; st; rs; st; st; b; rwz; rs; st; rs; b; rs; b; b; st; rw;",11539.44,446.74,5146394
pci_orig,433,"b; rs; rs; st; rwz; b; rs; rs; rf; rwz; rf; rf; rw; rfz; f; b; rwz; st; rfz; rf;",11852.06,429.54,5084508
pci_orig,434,"b; rw; b; f; f; rf; rwz; rwz; rf; rwz; rf; st; b; f; rf; rs; f; rf; rwz; rw;",11522.10,469.79,5403818
pci_orig,435,"st; rf; b; rwz; f; rwz; rw; rwz; rs; rfz; rs; rfz; rwz; f; f; rw; rw; rf; f; rf;",11677.82,463.69,5406451
pci_orig,436,"st; f; st; rwz; rs; b; b; rwz; rf; rfz; rw; rfz; b; rwz; rw; b; rfz; b; rf; rfz;",11804.31,418.67,4934072
pci_orig,437,"b; rw; rwz; rs; b; rwz; rfz; rfz; rfz; b; f; rs; rf; rs; rwz; b; rf; rf; b; st;",11373.95,429.19,4879017
pci_orig,438,"st; st; st; b; rwz; st; rf; rf; rfz; rs; rs; rw; rwz; f; rwz; rw; rw; st; rw; rwz;",11896.73,434.29,5162864
pci_orig,439,"st; rw; rs; b; rwz; rw; rfz; rfz; rf; f; rs; st; rwz; rs; f; rw; rfz; rfz; rs; rw;",11845.07,437.82,5176265
pci_orig,440,"st; rs; rw; rf; b; rs; rw; f; rf; f; b; f; rfz; b; rfz; rfz; rf; st; rw; st;",11714.88,478.28,5599292
