Design,Sample,Recipe,Area,Delay,QoR
simple_spi_orig,374,"st; st; b; st; f; rfz; rwz; st; b; rw; b; rf; f; rs; b; rs; rf; rf; rs; rwz;",538.02,191.75,102758
simple_spi_orig,375,"st; rw; rf; rfz; rwz; rwz; rs; b; rwz; st; b; rwz; rwz; f; st; rf; rfz; rs; b; rfz;",550.42,185.18,101750
simple_spi_orig,376,"b; f; rf; f; rf; rwz; rwz; f; rw; f; b; f; b; st; rw; rf; rf; st; st; rw;",536.54,202.36,108272
simple_spi_orig,377,"st; rfz; f; f; rf; f; st; rf; rf; b; rw; rs; rs; rwz; rw; rw; rwz; rf; rw; rwz;",534.58,191.40,101994
simple_spi_orig,378,"b; st; f; rs; rs; f; rwz; st; rs; rf; rw; rf; rs; rs; rfz; st; rs; rw; rw; rf;",553.98,190.90,105070
simple_spi_orig,379,"b; rwz; rwz; b; b; b; f; f; rfz; f; rs; rf; rw; rw; rs; b; rfz; f; rwz; f;",544.10,199.92,108256
simple_spi_orig,380,"b; f; st; f; f; rw; rwz; st; rs; rwz; rw; rfz; b; b; st; rw; rfz; rf; rfz; rwz;",551.87,183.29,100833
simple_spi_orig,381,"b; rs; rs; rfz; rfz; st; rfz; rwz; st; b; rf; f; f; rwz; st; rw; rwz; f; rw; rw;",550.01,185.97,101750
simple_spi_orig,382,"st; rfz; rfz; b; rf; rs; rfz; rfz; rf; f; f; rs; rf; rfz; st; rfz; rwz; rfz; st; rs;",562.99,203.11,114086
simple_spi_orig,383,"st; rw; rw; st; st; rfz; rs; rfz; f; b; b; f; f; rw; rwz; rwz; rwz; rf; b; st;",548.31,180.87,98640
simple_spi_orig,384,"st; rw; rf; f; rs; st; rs; rw; st; rw; st; st; b; rwz; st; rwz; rf; f; rfz; st;",576.31,186.62,107136
simple_spi_orig,385,"b; f; rs; rs; f; rfz; rs; rf; rs; rw; rs; f; b; st; rwz; rf; rs; st; b; rf;",539.39,183.29,98637
simple_spi_orig,386,"b; rfz; rs; rs; b; rfz; st; rf; rf; b; rwz; rwz; rfz; f; rf; rwz; rfz; b; rf; rwz;",535.72,183.29,97905
simple_spi_orig,387,"b; rfz; rf; b; f; rfz; b; rf; rf; rwz; rw; rs; st; rs; rwz; rwz; rw; rfz; rw; rwz;",524.79,183.82,95892
simple_spi_orig,388,"b; rf; rw; st; b; b; st; rwz; b; rs; f; b; rfz; rwz; st; st; rfz; rs; rfz; rwz;",545.88,185.29,100825
simple_spi_orig,389,"b; st; b; b; f; b; rs; f; st; f; rf; rf; b; b; st; rf; st; st; rs; st;",553.10,203.11,112259
simple_spi_orig,390,"b; rs; rw; rw; rwz; rfz; f; rf; rs; rs; rwz; b; rw; st; rf; rf; rw; rwz; rfz; rw;",564.51,185.18,104340
simple_spi_orig,391,"b; st; rf; rf; rfz; rwz; rs; f; rf; rwz; f; rw; st; rwz; f; rwz; st; rw; b; b;",531.01,202.19,107262
simple_spi_orig,392,"b; st; rf; rwz; rs; f; b; rw; st; rfz; b; rs; b; rw; rfz; rs; rfz; st; b; rfz;",569.32,199.34,113231
simple_spi_orig,393,"b; rfz; b; st; b; st; st; rfz; rwz; st; rw; st; rw; rwz; rs; rs; rfz; st; rfz; rs;",556.02,199.34,110644
simple_spi_orig,394,"b; rf; rs; rwz; rw; rf; f; rs; st; st; rw; b; st; b; st; rs; rwz; rwz; f; rf;",532.64,191.40,101612
simple_spi_orig,395,"b; rwz; rwz; rw; rwz; f; rf; b; b; st; rs; b; rs; rwz; f; rf; rfz; rw; rfz; rfz;",582.39,196.40,114072
simple_spi_orig,396,"b; b; rw; st; rs; rf; st; rs; st; rwz; rf; rfz; rfz; rw; rs; st; rw; rf; rs; f;",561.89,185.18,103785
simple_spi_orig,397,"b; f; st; rs; b; rwz; f; rw; rf; rw; st; rfz; st; rw; rs; rw; rfz; st; rfz; st;",561.90,193.50,108273
simple_spi_orig,398,"b; st; st; st; rfz; rfz; b; rfz; rw; rw; f; f; st; rw; b; rs; st; rfz; b; rfz;",545.46,203.11,110635
simple_spi_orig,399,"b; st; rs; rf; rwz; rf; rw; rwz; rw; rf; rfz; f; rw; rw; f; rs; rs; b; st; f;",564.77,185.97,104340
simple_spi_orig,400,"st; f; rf; st; f; rwz; f; b; rfz; st; b; rf; f; rfz; rs; b; f; f; rw; b;",555.82,185.05,102675
simple_spi_orig,401,"b; rw; st; b; b; rfz; st; st; rf; st; rs; rf; rfz; rwz; rw; f; rf; st; f; st;",543.69,184.83,99912
simple_spi_orig,402,"b; rf; st; rf; rs; rf; rf; rwz; rfz; rf; rwz; rfz; rfz; rwz; b; st; rf; rwz; b; f;",535.14,185.29,98975
simple_spi_orig,403,"st; b; rf; rs; st; rs; f; rs; rw; rw; rw; f; f; st; rs; f; st; rfz; rwz; b;",524.73,202.19,105848
simple_spi_orig,404,"b; rfz; st; st; b; rwz; b; rw; rs; rwz; rwz; rw; rwz; b; rf; rw; rs; rfz; rs; rs;",569.52,195.52,110955
simple_spi_orig,405,"b; rs; rw; rfz; f; rfz; st; f; rw; rfz; st; rs; rf; st; rf; rs; st; rwz; b; rwz;",560.91,185.97,103600
simple_spi_orig,406,"b; rfz; rw; rw; rs; rw; rw; rwz; rw; b; b; rwz; rw; rw; rs; b; f; rw; f; b;",542.22,200.52,108400
simple_spi_orig,407,"b; rf; f; rw; rfz; b; rf; rs; rw; rs; f; rfz; rs; rf; rf; f; b; rs; rwz; st;",518.10,201.86,104118
simple_spi_orig,408,"b; rs; rfz; st; rfz; rfz; rf; rw; st; rfz; rwz; rs; st; f; rf; st; f; rwz; rs; f;",539.65,185.97,99715
simple_spi_orig,409,"b; rf; rw; f; rwz; rwz; f; st; st; rs; rfz; st; b; b; f; rwz; rf; rf; rf; f;",539.87,200.52,107800
simple_spi_orig,410,"b; rfz; b; f; rs; f; b; rs; rwz; rs; b; f; rf; f; rw; rwz; st; f; f; rfz;",550.70,200.18,110000
simple_spi_orig,411,"b; f; rs; st; rf; rfz; rs; rw; rs; st; rwz; b; rf; rs; st; b; f; rf; rwz; rwz;",527.43,185.97,97495
simple_spi_orig,412,"st; f; f; rw; f; rwz; f; rwz; rf; rfz; rwz; st; rw; rf; rw; rw; rwz; rs; rs; rw;",554.47,188.28,104152
simple_spi_orig,413,"st; rwz; rfz; rwz; st; rfz; rs; rf; rwz; b; f; rf; st; rwz; rs; rs; rw; rf; rw; rwz;",551.03,180.59,99180
simple_spi_orig,414,"b; rf; rfz; rwz; st; rfz; rf; rwz; rfz; rfz; f; st; b; st; rs; rfz; rs; rwz; b; rf;",539.82,195.52,105105
simple_spi_orig,415,"st; rw; f; rf; rs; f; rw; rfz; rw; b; rfz; b; rfz; f; rf; rwz; b; rfz; f; rw;",554.44,185.97,102490
simple_spi_orig,416,"b; rf; b; rs; rs; rfz; rs; f; rwz; rfz; rfz; f; st; rs; rw; rwz; f; f; rw; f;",518.09,194.99,100492
simple_spi_orig,417,"st; rw; f; rs; b; f; b; st; st; st; rf; rfz; rw; f; rf; rw; rfz; rw; f; rw;",555.47,185.97,102675
simple_spi_orig,418,"st; f; st; rwz; st; st; rw; rfz; rf; rwz; rwz; st; rwz; rfz; rwz; rfz; rw; rfz; f; rs;",544.42,193.19,104992
simple_spi_orig,419,"st; rs; rs; rs; rf; b; rwz; rfz; rw; rfz; rfz; rf; rf; rw; rs; f; rs; st; rs; rwz;",558.23,184.64,102672
simple_spi_orig,420,"b; rs; f; f; rw; rs; rw; b; rfz; rs; b; rw; rw; rf; rw; rs; rs; rw; st; rf;",575.38,185.97,106375
simple_spi_orig,421,"b; rwz; rwz; b; rs; rf; rwz; f; rf; b; rw; rw; rs; rw; rf; rs; rw; rs; rs; b;",539.45,203.58,109417
simple_spi_orig,422,"st; b; rf; rs; st; rwz; st; rf; b; rs; rw; f; f; st; rs; rw; rwz; b; b; rw;",528.26,193.86,101904
simple_spi_orig,423,"st; rwz; rw; st; b; rs; f; st; st; rfz; st; rwz; rwz; rwz; rw; st; rf; st; b; rw;",554.31,181.94,100274
simple_spi_orig,424,"st; rs; rwz; rs; b; st; rfz; rs; rf; rw; st; b; rs; st; rw; b; rf; rf; b; rw;",558.24,193.83,107694
simple_spi_orig,425,"b; rs; rf; rfz; rf; rs; st; rs; st; rwz; st; rwz; b; st; rf; rw; rfz; f; rfz; b;",554.89,185.97,102490
simple_spi_orig,426,"st; rwz; b; rwz; rf; rwz; rf; rf; rfz; rw; st; rw; b; rs; rf; f; f; f; rfz; f;",557.80,193.50,107501
simple_spi_orig,427,"st; rf; f; f; rf; f; st; rwz; f; rs; rw; rfz; f; f; rs; f; rfz; rwz; f; rf;",538.04,201.86,108138
simple_spi_orig,428,"st; rs; st; b; rf; rfz; b; rs; b; f; rfz; rf; rw; rs; rfz; rfz; st; rf; rw; rwz;",554.55,189.41,104706
simple_spi_orig,429,"b; rw; rf; st; rfz; rfz; rfz; rs; b; rs; rwz; f; st; rfz; f; rw; rs; rs; f; rw;",562.48,185.97,103970
simple_spi_orig,430,"b; rfz; f; st; rw; f; rs; rs; b; rf; st; rf; f; rfz; rs; st; st; st; f; rs;",552.32,200.18,110400
simple_spi_orig,431,"st; rf; b; rwz; rw; rs; rs; rw; rfz; rs; rwz; st; st; rw; st; rfz; st; b; b; b;",581.23,195.52,113295
simple_spi_orig,432,"st; st; rw; rw; st; b; rf; f; rw; rfz; rw; rwz; rw; rfz; rs; rw; rs; rs; rs; rs;",566.24,190.25,107540
simple_spi_orig,433,"b; st; rw; rs; st; rs; rw; rw; b; st; st; f; rf; f; b; rwz; rfz; rf; rf; st;",566.13,193.18,109238
simple_spi_orig,434,"b; b; rs; f; rf; rfz; rfz; b; rwz; rf; rfz; st; rwz; st; rw; rs; rf; f; st; rwz;",545.75,185.18,100825
simple_spi_orig,435,"st; rf; b; rf; b; f; rs; rw; rf; st; f; st; rs; f; st; b; b; b; rs; rfz;",546.77,203.11,110838
simple_spi_orig,436,"st; rw; b; f; st; rwz; rs; rw; st; rfz; f; rwz; b; rfz; rs; st; st; rf; rw; rs;",574.36,184.99,105616
simple_spi_orig,437,"st; rwz; rfz; rwz; rwz; f; rs; rf; f; rfz; rfz; rf; rw; rfz; st; rwz; rf; rf; rfz; f;",574.45,193.03,110782
simple_spi_orig,438,"b; rf; rw; rw; f; st; rs; b; st; rf; st; st; f; rs; b; rs; st; st; rf; f;",546.71,200.18,109200
simple_spi_orig,439,"b; rw; rs; rwz; rfz; rw; rwz; rf; rs; rf; f; rwz; f; rw; b; b; b; rfz; rs; rw;",557.39,185.97,103045
simple_spi_orig,440,"st; rs; f; rfz; rfz; rfz; rw; b; rf; rs; rfz; b; b; rfz; rwz; rs; rfz; rf; b; rw;",559.86,190.25,106210
simple_spi_orig,441,"b; f; rfz; f; rf; st; rw; rwz; rwz; rfz; st; rfz; b; rwz; rs; rwz; rwz; rw; rw; st;",527.66,193.39,101711
simple_spi_orig,442,"st; st; rs; b; rwz; rf; rfz; b; b; rwz; rfz; b; rf; st; f; rwz; rw; st; st; b;",540.58,185.18,99900
simple_spi_orig,443,"st; f; rf; rf; rfz; rfz; st; b; rw; b; f; f; b; rfz; st; rfz; rw; f; rwz; rfz;",560.40,200.18,112000
simple_spi_orig,444,"st; rw; rwz; rw; rfz; b; rfz; rw; rw; st; f; st; rwz; rw; rs; rwz; rw; f; f; rwz;",558.23,180.87,100440
simple_spi_orig,445,"st; st; rs; rw; rfz; rf; st; b; rwz; rs; rw; rwz; st; rw; rfz; f; f; rf; rf; rw;",577.91,185.18,106745
simple_spi_orig,446,"st; rf; rwz; rfz; b; rwz; f; f; rfz; rwz; f; f; rw; rwz; rwz; b; rs; rw; rw; f;",538.67,193.86,103834
simple_spi_orig,447,"st; rs; rwz; f; rwz; b; rs; rwz; rwz; rfz; rwz; rfz; rf; rw; rf; b; rs; rs; f; f;",569.64,180.26,102420
simple_spi_orig,448,"st; rs; rw; st; b; rfz; st; rfz; rw; f; rwz; b; rs; st; rfz; rfz; rfz; f; rf; st;",562.44,193.18,108466
simple_spi_orig,449,"b; b; rf; rw; b; rw; f; rf; rf; rwz; rf; rw; rw; rw; rfz; b; f; rf; b; rs;",552.83,201.86,110952
simple_spi_orig,450,"b; b; rw; rw; f; rs; rf; rf; st; st; st; st; rs; rs; b; b; rf; rf; b; rs;",541.93,185.97,100085
simple_spi_orig,451,"st; b; rf; rs; rfz; rw; rw; rfz; rwz; rfz; f; rfz; b; st; st; rwz; rw; rw; rw; f;",534.19,204.98,108936
simple_spi_orig,452,"st; rs; st; st; rs; rw; rs; rfz; b; rw; rf; rwz; b; rs; f; rf; rs; rf; b; b;",544.08,185.97,100640
simple_spi_orig,453,"b; st; rwz; rwz; rs; rwz; rwz; rwz; b; st; b; rwz; rfz; b; f; rw; rf; rwz; b; f;",537.38,183.82,98271
simple_spi_orig,454,"b; f; rs; rs; rs; b; rwz; b; rwz; b; st; st; rs; rwz; rfz; rf; rwz; rwz; st; rw;",537.02,188.28,100956
simple_spi_orig,455,"b; rfz; rw; rs; b; f; st; st; f; st; rf; b; rfz; rw; rs; f; rw; rfz; rf; st;",547.04,203.04,111041
simple_spi_orig,456,"b; b; rfz; st; rfz; f; rw; rfz; rw; rf; f; st; rfz; rwz; rs; rwz; f; rf; rs; rw;",527.69,202.19,106454
simple_spi_orig,457,"st; rs; b; st; rf; st; rs; rfz; st; rfz; f; rf; b; b; st; b; st; rw; rs; f;",564.25,185.97,104340
simple_spi_orig,458,"st; rw; st; rw; st; st; rf; rwz; rs; f; rf; rs; rs; rf; rwz; rs; b; rs; rs; b;",543.42,184.64,99912
simple_spi_orig,459,"b; b; rwz; rf; rw; rw; rf; st; f; rfz; rs; rfz; st; st; rfz; b; rfz; rw; rwz; f;",543.08,185.98,100455
simple_spi_orig,460,"st; rs; rs; rwz; rf; rf; b; rw; f; rfz; f; st; st; rf; rwz; st; st; rw; f; st;",558.00,184.83,102672
simple_spi_orig,461,"st; rf; f; rw; rfz; rf; rfz; rfz; rw; rwz; f; b; rfz; rs; rw; b; rwz; rf; rfz; rfz;",539.34,201.86,108339
simple_spi_orig,462,"b; rwz; st; rw; rs; rf; rfz; rw; rfz; rf; rs; rf; rw; rw; f; rf; b; rw; b; f;",552.38,193.50,106536
simple_spi_orig,463,"b; rf; rfz; rfz; rw; rf; b; st; rwz; rs; st; f; rs; b; rf; st; rs; rf; rf; b;",537.98,192.59,103104
simple_spi_orig,464,"b; rfz; f; rs; rfz; rf; rw; b; rs; rw; st; st; rwz; rwz; f; rf; st; rw; st; f;",532.22,202.19,107464
simple_spi_orig,465,"st; st; rf; st; rwz; rw; f; b; rw; st; st; f; st; b; rwz; rf; f; rf; rf; st;",538.51,201.86,108138
simple_spi_orig,466,"st; rfz; b; f; rw; rfz; rs; b; st; b; rwz; rfz; st; b; rf; rs; rw; rwz; rfz; b;",554.69,195.52,108030
simple_spi_orig,467,"b; st; rw; st; rw; rw; rwz; rfz; rs; st; st; rf; b; rf; rw; rfz; rs; b; b; b;",571.40,185.97,105635
simple_spi_orig,468,"st; rfz; rfz; st; rfz; f; rw; rf; rw; rw; f; b; rfz; rw; rf; f; rs; b; rw; rwz;",525.82,201.86,105525
simple_spi_orig,469,"st; rs; rw; f; rs; b; rwz; rwz; f; f; f; st; rwz; rf; f; f; b; rs; rwz; f;",544.12,188.65,102272
simple_spi_orig,470,"st; rwz; rfz; rwz; st; f; rwz; rs; st; f; rw; f; rf; b; b; rfz; rwz; rfz; st; f;",578.77,195.38,112710
simple_spi_orig,471,"b; b; rfz; rs; rfz; st; rwz; st; rs; b; rwz; b; rwz; rs; rw; f; f; rfz; rs; rs;",561.30,203.11,113883
simple_spi_orig,472,"b; rw; rwz; rs; rwz; b; rf; rwz; rfz; rw; rf; f; st; rwz; rw; rfz; b; rwz; rw; st;",549.49,185.18,101565
simple_spi_orig,473,"st; rf; rf; rfz; rs; f; rf; f; rw; st; rfz; rw; rf; b; f; b; rwz; f; rwz; b;",533.77,194.45,103402
simple_spi_orig,474,"st; st; rw; st; rfz; rwz; rw; rwz; f; f; rwz; rw; b; st; rfz; b; rs; rw; rw; f;",558.25,184.11,102672
simple_spi_orig,475,"b; rs; rs; st; st; b; b; rf; rwz; f; b; rwz; rf; rw; rw; st; rfz; st; b; rs;",577.81,194.71,111938
simple_spi_orig,476,"st; f; rf; b; rf; rf; rwz; rfz; rfz; rwz; rf; rf; st; rs; rs; rfz; rwz; rfz; rfz; f;",562.72,187.89,105094
simple_spi_orig,477,"b; f; st; rfz; rfz; rw; rw; rs; rfz; rwz; rfz; rw; rs; b; rwz; st; rwz; rw; rwz; st;",535.63,185.23,98975
simple_spi_orig,478,"b; rw; rwz; st; rs; rfz; rw; f; rw; b; b; f; rfz; f; rf; st; b; f; rwz; rw;",560.35,185.97,103600
simple_spi_orig,479,"st; st; rf; rs; rfz; rfz; rw; rwz; st; rs; rs; rs; st; f; b; st; f; rf; rw; st;",530.22,202.19,107060
simple_spi_orig,480,"b; f; rf; f; rfz; rs; st; rf; rwz; rfz; rw; rwz; st; f; rwz; b; rw; st; f; f;",529.81,195.52,103155
simple_spi_orig,481,"b; rf; rf; rf; st; b; rwz; rs; b; f; rw; rf; rfz; st; rfz; b; rfz; st; f; rw;",557.37,201.86,111957
simple_spi_orig,482,"st; rs; rfz; st; rw; rs; b; rs; rw; f; rwz; rfz; rfz; st; rf; rs; rs; rw; st; rwz;",554.78,185.18,102490
simple_spi_orig,483,"b; rwz; rwz; b; f; st; f; rwz; rs; rfz; rf; rwz; b; b; b; rf; rfz; f; rs; b;",568.99,184.36,104512
simple_spi_orig,484,"b; rw; st; rwz; rfz; st; rs; rwz; rw; b; f; rf; rs; f; rw; f; rfz; rwz; rs; rs;",561.14,185.18,103785
simple_spi_orig,485,"b; rf; st; rf; rf; st; rf; rwz; rw; f; st; f; rwz; rfz; st; b; rfz; rwz; rf; rwz;",544.94,202.19,109888
simple_spi_orig,486,"st; f; f; rwz; b; st; rs; rfz; rw; rf; rwz; st; rwz; rwz; st; rfz; b; rf; st; st;",558.91,181.70,100998
simple_spi_orig,487,"b; rwz; b; st; b; b; rf; rf; rs; f; f; st; rf; rwz; rf; rs; rf; rwz; b; rwz;",563.35,177.91,99651
simple_spi_orig,488,"b; rfz; rs; f; rf; rs; rwz; rs; b; rfz; st; rf; st; b; rs; rs; f; rw; f; b;",548.06,200.18,109600
simple_spi_orig,489,"st; rs; f; f; rs; b; rf; b; rf; rw; st; rs; rwz; st; b; b; rwz; b; f; rfz;",571.93,193.18,110203
simple_spi_orig,490,"b; st; rwz; rwz; f; st; rf; rs; rs; st; rw; rw; st; f; b; rf; rfz; rf; rs; f;",565.58,203.58,114695
simple_spi_orig,491,"st; b; rf; f; rs; rs; f; f; rfz; f; rwz; st; rw; rs; st; f; rw; st; rwz; b;",522.54,189.99,98658
simple_spi_orig,492,"st; rf; rs; b; b; rw; rwz; rwz; rs; rwz; rf; rw; f; rfz; rfz; rw; rwz; rfz; f; st;",555.19,201.86,111555
simple_spi_orig,493,"st; rwz; b; rs; rfz; st; b; rfz; rs; f; b; rfz; rfz; rw; rwz; b; rs; rfz; rfz; rf;",561.94,183.29,102663
simple_spi_orig,494,"b; b; rs; rfz; rs; rf; rw; rfz; b; rs; rwz; st; st; rs; rf; st; f; rs; f; rs;",559.60,185.18,103415
simple_spi_orig,495,"st; rwz; rfz; b; st; f; rwz; rwz; rs; rwz; f; rwz; f; rwz; rf; rs; rf; rw; rs; rs;",547.29,181.94,99007
simple_spi_orig,496,"st; st; st; f; rwz; rw; b; rf; rf; rf; st; rw; rw; rfz; rf; st; rw; st; rf; rw;",565.56,190.90,107350
simple_spi_orig,497,"st; b; rwz; rs; b; rwz; st; rfz; rwz; rfz; st; rfz; b; rfz; rs; rw; rwz; rfz; rf; rs;",571.66,184.87,105064
simple_spi_orig,498,"b; f; b; rwz; rfz; rf; f; st; rwz; rs; rf; f; st; rfz; st; b; st; rfz; st; st;",554.98,183.29,101382
simple_spi_orig,499,"st; rs; rfz; rs; rfz; b; rs; rs; rw; rwz; rs; f; b; rw; rf; rfz; st; rwz; b; rwz;",558.18,185.18,103230
simple_spi_orig,500,"st; b; b; rs; f; f; rs; rfz; rfz; b; f; f; rw; f; rf; rf; f; b; rwz; rwz;",547.89,184.64,100648
pci_orig,1,"b; f; rw; st; f; f; rf; rf; rw; rwz; st; rs; st; st; rfz; rf; rf; st; rw; f;",11541.05,437.15,5043417
pci_orig,2,"b; b; st; b; st; b; rf; st; rfz; rf; rwz; b; b; b; b; rwz; f; rs; st; f;",11665.67,430.49,5015950
pci_orig,3,"st; b; f; rwz; b; st; rs; rs; st; st; st; b; st; rwz; rwz; rw; st; st; rs; rw;",11538.03,422.46,4869036
pci_orig,4,"b; f; st; rwz; st; b; rwz; rfz; rs; rs; rs; st; b; f; st; rwz; rfz; b; rs; rf;",11838.85,415.07,4912770
pci_orig,5,"st; f; rf; rw; rw; f; b; b; rf; rf; st; rw; f; rs; rw; rs; rs; st; rf; b;",11947.52,465.75,5555355
pci_orig,6,"st; rwz; b; st; rs; f; rw; f; rs; b; rwz; b; rs; st; rs; rwz; rf; rf; rwz; rw;",11774.42,412.36,4850888
pci_orig,7,"b; b; rw; st; rw; st; b; rf; rfz; f; rw; rfz; b; f; rf; rw; b; rf; st; rwz;",11367.99,610.25,6933870
pci_orig,8,"b; b; rf; rf; rs; rs; rwz; rw; b; rw; rfz; rs; rw; rf; st; f; rwz; b; f; rw;",11439.46,421.38,4815819
pci_orig,9,"b; rs; b; rs; rw; rfz; b; rs; b; f; rw; rf; rw; b; rfz; st; rs; rwz; rs; st;",11779.83,431.76,5076749
pci_orig,10,"b; rfz; st; b; rf; rwz; rwz; rs; rwz; st; b; f; rw; rs; st; b; f; rfz; rf; b;",11797.41,424.65,5001928
pci_orig,11,"b; b; rf; rs; rs; rf; rs; st; rwz; b; b; rfz; rwz; rf; rs; rfz; rwz; f; rw; rfz;",11528.07,461.17,5314408
pci_orig,12,"b; b; f; b; rwz; b; rf; b; rw; rw; rfz; rw; rwz; rwz; rwz; b; b; b; b; b;",11341.16,409.80,4638469
pci_orig,13,"b; f; rf; rwz; f; rf; rw; rw; rwz; rfz; rf; rf; f; rw; rfz; rf; f; st; b; f;",11763.18,422.88,4963986
pci_orig,14,"b; rfz; rfz; f; b; st; rs; st; rw; rfz; f; st; rs; rf; rwz; rw; rs; st; rwz; b;",11638.03,421.00,4899598
pci_orig,15,"st; f; st; rf; rs; rwz; rs; rs; rwz; rs; rfz; rfz; rfz; rf; f; rw; rfz; rf; rwz; rw;",11586.94,436.89,5051496
pci_orig,16,"st; b; rs; rfz; rfz; rw; rs; rs; rs; rw; st; st; rwz; rs; b; rs; st; rw; b; st;",11747.65,434.97,5098198
pci_orig,17,"st; rw; rw; rf; st; rs; rs; rfz; b; rw; b; st; b; f; rs; b; st; st; rs; rs;",11586.27,478.28,5538108
pci_orig,18,"b; rfz; b; rw; rfz; b; rs; rf; rs; rs; b; rs; rw; rw; f; rfz; st; rwz; rwz; rs;",11767.70,435.16,5118645
pci_orig,19,"b; rfz; f; rwz; rfz; st; rfz; rfz; rwz; st; rwz; b; rf; f; rf; rs; st; st; st; b;",11720.57,411.78,4816920
pci_orig,20,"st; st; rs; rf; rfz; rfz; f; rs; rf; b; rw; rw; rfz; rw; b; rf; f; rf; st; rf;",11663.08,473.72,5516599
pci_orig,21,"st; b; rwz; rs; b; st; b; b; rfz; rs; rfz; rw; rfz; rwz; rs; rwz; rw; b; st; rw;",11665.85,421.41,4910965
pci_orig,22,"b; rw; rw; st; rw; rs; rfz; rwz; rwz; rfz; b; rs; rfz; rf; rs; b; st; st; rf; rwz;",11541.88,449.35,5181909
pci_orig,23,"st; b; rfz; f; st; f; rw; rfz; rwz; rs; st; b; rs; f; f; st; rwz; rs; rfz; rwz;",12136.74,400.98,4854400
pci_orig,24,"b; st; rf; rs; b; rs; rw; rw; rw; rwz; rfz; rwz; rwz; rs; f; f; rwz; st; rwz; rs;",11287.15,435.16,4909845
pci_orig,25,"b; rwz; rfz; rw; rwz; rf; rwz; st; st; rw; f; rw; rf; rf; rf; rfz; st; rs; f; rwz;",11613.30,599.19,6956187
pci_orig,26,"b; rfz; rfz; b; rs; rs; rwz; rwz; rs; rs; rf; f; rw; rs; b; rfz; rs; rwz; b; st;",11812.39,429.08,5067348
pci_orig,27,"b; rfz; st; b; rw; rs; f; b; st; b; st; rw; st; rfz; rf; rw; b; st; rf; rfz;",11629.26,478.28,5558662
pci_orig,28,"st; b; f; f; f; rwz; rwz; b; rf; rs; st; st; b; rs; rfz; rwz; rs; rwz; b; rwz;",11824.29,420.65,4966080
pci_orig,29,"st; rfz; st; rs; st; st; f; rf; f; rwz; rfz; rs; b; b; b; rwz; rw; rwz; rw; rf;",11694.86,429.58,5016726
pci_orig,30,"st; rf; rfz; st; st; rs; rs; rs; b; rf; rw; f; rs; rf; rfz; rfz; st; f; rfz; rs;",11941.77,470.31,5612270
pci_orig,31,"st; rw; rwz; f; st; rwz; rwz; st; rs; rf; rw; st; b; f; st; rf; b; b; rf; f;",11205.27,616.18,6902280
pci_orig,32,"st; f; b; rs; b; rwz; rwz; b; f; rwz; rf; rf; rwz; st; f; rwz; rw; rwz; st; rs;",11484.74,479.97,5500836
pci_orig,33,"st; f; rs; rwz; rs; b; rf; rwz; rwz; rfz; rf; b; b; rs; b; rfz; rw; f; f; rf;",12042.51,418.67,5033556
pci_orig,34,"st; rs; f; f; rfz; rs; rs; b; f; f; f; b; rf; rf; f; rw; rf; f; rf; rfz;",11818.50,465.75,5495370
pci_orig,35,"b; rw; st; rs; rf; rw; st; f; rw; b; rf; rw; rs; rs; st; b; b; rfz; rfz; rs;",11768.81,470.31,5530960
pci_orig,36,"b; st; b; rs; b; rfz; rw; rwz; st; rw; rwz; st; b; rfz; rwz; rfz; rs; rwz; rs; rfz;",11803.22,429.78,5063487
pci_orig,37,"b; rs; rfz; st; f; rwz; rw; rfz; rw; rf; st; rw; rs; f; b; rf; st; rw; rwz; rw;",11838.10,412.72,4877256
pci_orig,38,"b; st; rw; rfz; rwz; st; rs; rf; rw; st; rs; st; rw; rs; rwz; rs; rfz; f; rwz; f;",11446.71,478.42,5471188
pci_orig,39,"b; rw; b; rw; rwz; b; rs; rw; b; st; st; rf; rfz; rfz; rfz; f; rw; rs; f; rw;",11655.39,426.43,4965030
pci_orig,40,"b; rs; rf; b; rwz; rwz; rf; rfz; f; rs; rwz; rw; rw; rs; b; rf; rwz; rs; rfz; rs;",11920.58,442.96,5268640
pci_orig,41,"st; rfz; f; rs; rwz; rs; rw; rwz; st; rw; rs; rfz; st; rw; f; rfz; rf; rs; st; rf;",11664.86,454.73,5295456
pci_orig,42,"b; rw; rf; rs; st; rw; f; rs; f; rw; rwz; rs; rw; b; rf; rs; b; st; rfz; rf;",11742.12,433.55,5084286
pci_orig,43,"st; rs; rwz; rfz; b; rw; rfz; rw; st; rf; b; rwz; rwz; rw; rwz; rfz; rs; rw; rf; rw;",11564.34,449.94,5192236
pci_orig,44,"st; rfz; b; st; f; rf; rfz; st; f; rwz; rw; rf; rwz; f; rf; f; rwz; st; b; rfz;",11905.91,427.32,5083435
pci_orig,45,"b; rfz; rf; rfz; rwz; rfz; rw; rs; b; rf; f; st; rf; rfz; rs; rfz; f; rf; st; rwz;",11704.09,406.56,4751824
pci_orig,46,"st; rs; b; rw; rf; rwz; rf; rw; f; rf; b; rwz; f; rf; st; rs; rw; rs; rs; st;",11282.91,558.41,6295356
pci_orig,47,"st; rf; rw; b; f; b; rs; rfz; rwz; rs; st; rf; b; rs; st; rfz; rw; st; rf; rwz;",11113.88,626.39,6956738
