Design,Iteration,Temperature,Recipe,Area,Delay,QoR,Accepted
simple_spi_orig,260,0.5338,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; rf; f; b; rwz; b; rs;",516.82,185.97,95460,Yes
simple_spi_orig,261,0.5231,"b; b; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; rf; f; b; rwz; b; rs;",528.93,202.05,106656,No
simple_spi_orig,262,0.5126,"b; rfz; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; rf; f; b; rwz; b; rs;",528.46,191.20,100848,No
simple_spi_orig,263,0.5023,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; rf; f; rw; rwz; b; rs;",531.37,184.64,97704,No
simple_spi_orig,264,0.4923,"b; rs; rf; f; rwz; rs; rfz; rw; rs; rs; rf; rwz; b; rwz; rf; f; b; rwz; b; rs;",518.39,185.97,95830,No
simple_spi_orig,265,0.4825,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; b; rwz; b; rwz; rf; f; b; rwz; b; rs;",518.39,185.97,95830,No
simple_spi_orig,266,0.4728,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; rf; f; b; rwz; b; rs;",516.82,185.97,95460,Yes
simple_spi_orig,267,0.4633,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; rf; st; b; rwz; b; rs;",516.82,185.97,95460,Yes
simple_spi_orig,268,0.4540,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; rf; st; b; rwz; b; rw;",516.82,185.97,95460,Yes
simple_spi_orig,269,0.4449,"b; rs; rf; f; rwz; rs; rfz; rw; rf; b; rf; rwz; b; rwz; rf; st; b; rwz; b; rw;",517.85,185.97,95645,No
simple_spi_orig,270,0.4360,"b; rs; rf; f; rwz; rs; rs; rw; rs; b; rf; rwz; b; rwz; rf; st; b; rwz; b; rw;",530.22,185.97,98050,No
simple_spi_orig,271,0.4273,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; rf; st; b; rwz; b; rw;",516.82,185.97,95460,Yes
simple_spi_orig,272,0.4188,"b; rs; rf; f; rwz; rs; rfz; rfz; rs; b; rf; rwz; b; rwz; rf; st; b; rwz; b; rw;",521.79,185.97,96385,No
simple_spi_orig,273,0.4104,"b; rs; rf; f; rwz; f; rfz; rw; rs; b; rf; rwz; b; rwz; rf; st; b; rwz; b; rw;",521.83,185.97,96385,No
simple_spi_orig,274,0.4022,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rw; rf; st; b; rwz; b; rw;",536.66,184.64,98624,No
simple_spi_orig,275,0.3942,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; rf; st; st; rwz; b; rw;",532.69,184.64,97888,No
simple_spi_orig,276,0.3863,"b; rs; rf; f; rwz; rs; rfz; rw; rf; b; rf; rwz; b; rwz; rf; st; b; rwz; b; rw;",517.85,185.97,95645,No
simple_spi_orig,277,0.3786,"b; rs; rf; f; rwz; rs; rfz; rw; rs; rs; rf; rwz; b; rwz; rf; st; b; rwz; b; rw;",518.39,185.97,95830,No
simple_spi_orig,278,0.3710,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; rf; rfz; b; rwz; b; rw;",528.97,184.64,97152,No
simple_spi_orig,279,0.3636,"b; rfz; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; rf; st; b; rwz; b; rw;",528.46,191.20,100848,No
simple_spi_orig,280,0.3563,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rf; b; rwz; rf; st; b; rwz; b; rw;",518.10,185.97,95830,No
simple_spi_orig,281,0.3492,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; rf; st; rs; rwz; b; rw;",532.69,184.64,97888,No
simple_spi_orig,282,0.3422,"b; rs; rf; f; rwz; st; rfz; rw; rs; b; rf; rwz; b; rwz; rf; st; b; rwz; b; rw;",521.83,185.97,96385,No
simple_spi_orig,283,0.3354,"b; rs; rf; rwz; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; rf; st; b; rwz; b; rw;",533.16,185.97,98605,No
simple_spi_orig,284,0.3287,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; rf; st; b; rwz; b; rw;",516.82,185.97,95460,Yes
simple_spi_orig,285,0.3221,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; st; st; b; rwz; b; rw;",516.82,185.97,95460,Yes
simple_spi_orig,286,0.3157,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; st; st; b; rwz; rfz; rw;",570.80,182.65,103740,No
simple_spi_orig,287,0.3094,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; st; f; b; rwz; b; rw;",516.82,185.97,95460,Yes
simple_spi_orig,288,0.3032,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rw; st; f; b; rwz; b; rw;",536.66,184.64,98624,No
simple_spi_orig,289,0.2971,"b; rs; rf; f; rwz; rwz; rfz; rw; rs; b; rf; rwz; b; rwz; st; f; b; rwz; b; rw;",524.45,185.97,96940,No
simple_spi_orig,290,0.2912,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; rfz; rwz; st; f; b; rwz; b; rw;",521.01,185.97,96385,No
simple_spi_orig,291,0.2854,"b; rs; rf; f; rwz; f; rfz; rw; rs; b; rf; rwz; b; rwz; st; f; b; rwz; b; rw;",521.83,185.97,96385,No
simple_spi_orig,292,0.2797,"b; rs; rf; f; rwz; rs; rfz; rw; b; b; rf; rwz; b; rwz; st; f; b; rwz; b; rw;",519.69,185.97,96015,No
simple_spi_orig,293,0.2741,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; st; f; rfz; rwz; b; rw;",524.45,184.64,96416,No
simple_spi_orig,294,0.2686,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; st; rf; b; rwz; b; rw;",516.82,185.97,95460,Yes
simple_spi_orig,295,0.2632,"b; rs; rf; f; rwz; b; rfz; rw; rs; b; rf; rwz; b; rwz; st; rf; b; rwz; b; rw;",522.34,185.97,96570,No
simple_spi_orig,296,0.2579,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rf; rwz; b; rwz; st; rf; b; rwz; b; rw;",516.82,185.97,95460,Yes
simple_spi_orig,297,0.2527,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; st; rf; b; rwz; b; rw;",516.82,185.97,95460,Yes
simple_spi_orig,298,0.2476,"b; rw; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; st; rf; b; rwz; b; rw;",531.60,182.65,96642,No
simple_spi_orig,299,0.2426,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; st; rf; b; rfz; b; rw;",554.22,185.97,102490,No
simple_spi_orig,300,0.2377,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; st; rf; rfz; rwz; b; rw;",524.45,184.64,96416,No
simple_spi_orig,301,0.2329,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rf; b; rwz; st; rf; b; rwz; b; rw;",518.10,185.97,95830,No
simple_spi_orig,302,0.2282,"b; rs; rf; f; rwz; st; rfz; rw; rs; b; rs; rwz; b; rwz; st; rf; b; rwz; b; rw;",521.83,185.97,96385,No
simple_spi_orig,303,0.2236,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; st; rf; b; rwz; b; st;",516.82,185.97,95460,Yes
simple_spi_orig,304,0.2191,"b; rs; rf; f; rwz; rs; rfz; rw; rs; rw; rs; rwz; b; rwz; st; rf; b; rwz; b; st;",518.39,185.97,95830,No
simple_spi_orig,305,0.2147,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; st; rf; rfz; rwz; b; st;",523.68,184.64,96232,No
simple_spi_orig,306,0.2104,"b; rs; rf; f; rwz; rs; st; rw; rs; b; rs; rwz; b; rwz; st; rf; b; rwz; b; st;",530.22,185.97,98050,No
simple_spi_orig,307,0.2062,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; st; rf; b; rwz; b; b;",534.48,185.97,98790,No
simple_spi_orig,308,0.2021,"b; rs; rf; f; rwz; rs; rfz; rwz; rs; b; rs; rwz; b; rwz; st; rf; b; rwz; b; st;",522.07,185.97,96570,No
simple_spi_orig,309,0.1981,"b; rs; rs; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; st; rf; b; rwz; b; st;",525.52,185.97,97125,No
simple_spi_orig,310,0.1941,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; st; rf; b; rwz; b; rwz;",560.61,183.71,102480,No
simple_spi_orig,311,0.1902,"b; rs; rf; f; rf; rs; rfz; rw; rs; b; rs; rwz; b; rwz; st; rf; b; rwz; b; st;",542.45,185.97,100270,No
simple_spi_orig,312,0.1864,"b; rs; rf; f; rwz; rs; rw; rw; rs; b; rs; rwz; b; rwz; st; rf; b; rwz; b; st;",530.22,185.97,98050,No
simple_spi_orig,313,0.1827,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; b; st; rf; b; rwz; b; st;",518.38,185.97,95830,No
simple_spi_orig,314,0.1790,"b; rs; rf; f; rwz; rs; b; rw; rs; b; rs; rwz; b; rwz; st; rf; b; rwz; b; st;",541.04,185.97,100085,No
simple_spi_orig,315,0.1754,"b; rs; rf; rwz; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; st; rf; b; rwz; b; st;",533.16,185.97,98605,No
simple_spi_orig,316,0.1719,"b; rs; rf; f; rwz; b; rfz; rw; rs; b; rs; rwz; b; rwz; st; rf; b; rwz; b; st;",523.93,185.97,96755,No
simple_spi_orig,317,0.1685,"b; rs; st; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; st; rf; b; rwz; b; st;",525.52,185.97,97125,No
simple_spi_orig,318,0.1651,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; rw; rf; b; rwz; b; st;",516.82,185.97,95460,Yes
simple_spi_orig,319,0.1618,"b; rfz; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; rw; rf; b; rwz; b; st;",528.46,191.20,100848,No
simple_spi_orig,320,0.1586,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; rw; rf; b; f; b; st;",534.46,185.97,98790,No
simple_spi_orig,321,0.1554,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; rw; rf; b; rs; b; st;",534.46,185.97,98790,No
simple_spi_orig,322,0.1523,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; b; rw; rf; b; rwz; b; st;",518.38,185.97,95830,No
simple_spi_orig,323,0.1493,"b; rs; rf; f; rwz; rs; rfz; rw; rs; st; rs; rwz; b; rwz; rw; rf; b; rwz; b; st;",518.39,185.97,95830,No
simple_spi_orig,324,0.1463,"b; rs; rf; rfz; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; rw; rf; b; rwz; b; st;",528.91,185.97,97680,No
simple_spi_orig,325,0.1434,"b; rs; rf; f; rwz; rs; rfz; rw; b; b; rs; rwz; b; rwz; rw; rf; b; rwz; b; st;",518.39,185.97,95830,No
simple_spi_orig,326,0.1405,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rw; b; rwz; rw; rf; b; rwz; b; st;",518.10,185.97,95830,No
simple_spi_orig,327,0.1377,"b; rs; rf; rwz; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; rw; rf; b; rwz; b; st;",533.16,185.97,98605,No
simple_spi_orig,328,0.1349,"b; rwz; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; rw; rf; b; rwz; b; st;",549.89,181.94,99369,No
simple_spi_orig,329,0.1322,"b; rs; rf; f; rwz; rs; rf; rw; rs; b; rs; rwz; b; rwz; rw; rf; b; rwz; b; st;",530.22,185.97,98050,No
simple_spi_orig,330,0.1296,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; rw; rw; b; rwz; b; st;",516.82,185.97,95460,Yes
simple_spi_orig,331,0.1270,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rwz; rwz; b; rwz; rw; rw; b; rwz; b; st;",519.97,185.97,96015,No
simple_spi_orig,332,0.1245,"b; rs; rf; f; rwz; rs; rfz; rw; rw; b; rs; rwz; b; rwz; rw; rw; b; rwz; b; st;",516.82,185.97,95460,Yes
simple_spi_orig,333,0.1220,"b; rs; rfz; f; rwz; rs; rfz; rw; rw; b; rs; rwz; b; rwz; rw; rw; b; rwz; b; st;",520.22,185.97,96200,No
simple_spi_orig,334,0.1196,"b; rs; rf; f; rwz; rs; rfz; rw; rw; rw; rs; rwz; b; rwz; rw; rw; b; rwz; b; st;",518.39,185.97,95830,No
simple_spi_orig,335,0.1172,"b; rs; rf; f; rwz; rs; rfz; rw; rw; f; rs; rwz; b; rwz; rw; rw; b; rwz; b; st;",518.39,185.97,95830,No
simple_spi_orig,336,0.1149,"b; rs; rf; f; rwz; rs; rfz; rw; rw; b; rs; rwz; b; b; rw; rw; b; rwz; b; st;",518.38,185.97,95830,No
simple_spi_orig,337,0.1126,"b; rs; rwz; f; rwz; rs; rfz; rw; rw; b; rs; rwz; b; rwz; rw; rw; b; rwz; b; st;",547.73,187.91,102289,No
simple_spi_orig,338,0.1103,"b; rs; rf; f; rwz; rs; rfz; rw; rw; b; rs; rwz; b; rwz; rw; rw; rf; rwz; b; st;",532.69,184.64,97888,No
simple_spi_orig,339,0.1081,"b; rs; rf; f; rwz; rs; rfz; rw; rw; b; rs; rwz; b; rwz; rs; rw; b; rwz; b; st;",516.82,185.97,95460,Yes
simple_spi_orig,340,0.1059,"b; rs; rf; f; rwz; rs; rfz; rw; rw; b; rfz; rwz; b; rwz; rs; rw; b; rwz; b; st;",517.84,185.97,95645,No
simple_spi_orig,341,0.1038,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; rs; rw; b; rwz; b; st;",516.82,185.97,95460,Yes
simple_spi_orig,342,0.1017,"b; rs; rf; f; rwz; rs; rfz; rw; rs; b; rs; rwz; b; rwz; rs; rfz; b; rwz; b; st;",528.44,184.64,97152,No
